93294 196880
11390 11398 107
11398 11404 6
11404 11428 14
11428 11435 4
11435 42497 20
42497 11437 22
11396 11401 4
11390 11396 4
11398 11390 107
11404 11398 6
11428 11404 14
11435 11428 4
42497 11435 20
11437 42497 22
11389 59462 16
59462 11472 50
59462 11389 16
11472 59462 50
24499 52168 34
52168 52167 7
52167 11448 10
11448 11453 8
11453 11455 57
11455 11445 8
11445 11423 15
11423 11417 4
11417 11424 112
11424 35682 4
35682 11438 5
11438 11457 6
52168 24499 34
52167 52168 7
11448 52167 10
11453 11448 8
11455 11453 57
11445 11455 8
11423 11445 15
11417 11423 4
11424 11417 112
35682 11424 4
11438 35682 5
11457 11438 6
11454 11457 58
11457 11454 58
11401 11411 6
11411 42503 22
42503 11454 1
11411 11401 6
42503 11411 22
11454 42503 1
11154 18789 18
18789 18791 18
18791 18793 17
18793 18786 15
18786 11255 35
18789 11154 18
18791 18789 18
18793 18791 17
18786 18793 15
11255 18786 35
68567 61733 6
61733 38207 5
38207 18784 21
18784 91717 36
91717 11213 5
61733 68567 6
38207 61733 5
18784 38207 21
91717 18784 36
11213 91717 5
11152 63797 5
63797 63798 5
63798 67683 6
67683 86041 15
86041 67684 24
67684 68567 4
68567 11208 2
63797 11152 5
63798 63797 5
67683 63798 6
86041 67683 15
67684 86041 24
68567 67684 4
11208 68567 2
11200 71412 26
71412 11201 32
11201 11203 15
11203 71411 25
71411 11204 33
71412 11200 26
11201 71412 32
11203 11201 15
71411 11203 25
11204 71411 33
11203 11143 63
11143 11137 4
11137 11135 6
11135 11136 5
11136 11139 4
11139 11201 63
11143 11203 63
11137 11143 4
11135 11137 6
11136 11135 5
11139 11136 4
11201 11139 63
10612 71522 52
71522 10622 16
10622 71523 55
71523 10625 19
10625 10626 14
10626 10627 37
10627 10635 6
71522 10612 52
10622 71522 16
71523 10622 55
10625 71523 19
10626 10625 14
10627 10626 37
10635 10627 6
10592 10622 29
10622 10592 29
46598 38191 5
38191 10369 63
10369 10371 6
10371 10459 91
10459 10460 6
10460 38192 65
38192 10455 6
38191 46598 5
10369 38191 63
10371 10369 6
10459 10371 91
10460 10459 6
38192 10460 65
10455 38192 6
10480 10482 20
10482 10480 20
10683 49314 82
49314 18494 4
18494 10693 26
49314 10683 82
18494 49314 4
10693 18494 26
10625 10702 80
10702 10712 11
10712 54065 25
54065 54066 11
54066 10702 25
10702 10625 80
10712 10702 11
54065 10712 25
54066 54065 11
10702 54066 25
10329 27812 46
27812 10383 17
10383 27818 24
27818 27816 20
27816 10492 71
27812 10329 46
10383 27812 17
27818 10383 24
27816 27818 20
10492 27816 71
10405 29284 9
29284 10493 91
29284 10405 9
10493 29284 91
10512 71586 15
71586 54071 11
54071 10551 19
10551 10571 6
10571 10612 51
10612 54060 24
54060 54069 26
54069 10769 97
10769 27900 23
27900 67874 42
67874 64874 10
64874 64875 24
64875 36760 10
36760 10908 7
71586 10512 15
54071 71586 11
10551 54071 19
10571 10551 6
10612 10571 51
54060 10612 24
54069 54060 26
10769 54069 97
27900 10769 23
67874 27900 42
64874 67874 10
64875 64874 24
36760 64875 10
10908 36760 7
10527 10551 129
10551 10527 129
27831 27813 46
27813 53621 4
53621 10391 20
27813 27831 46
53621 27813 4
10391 53621 20
71518 71517 17
71517 10565 8
10565 71519 9
71519 71520 33
71520 10584 35
71517 71518 17
10565 71517 8
71519 10565 9
71520 71519 33
10584 71520 35
10517 38194 6
38194 10521 62
10521 10523 4
10523 10528 6
10528 10593 62
10593 10600 5
10600 10603 6
10603 38195 63
38195 10594 6
38194 10517 6
10521 38194 62
10523 10521 4
10528 10523 6
10593 10528 62
10600 10593 5
10603 10600 6
38195 10603 63
10594 38195 6
10499 10556 60
10556 10499 60
10555 51258 83
51258 10556 3
10556 10559 26
51258 10555 83
10556 51258 3
10559 10556 26
10535 10534 43
10534 71512 15
71512 10567 11
10534 10535 43
71512 10534 15
10567 71512 11
10584 71521 5
71521 10611 31
71521 10584 5
10611 71521 31
11054 38202 6
38202 11057 36
38202 11054 6
11057 38202 36
11126 11124 37
11124 71419 3
71419 11129 3
11129 71420 25
71420 11204 43
11204 11244 36
11124 11126 37
71419 11124 3
11129 71419 3
71420 11129 25
11204 71420 43
11244 11204 36
10331 10386 44
10386 27819 43
27819 10498 91
10386 10331 44
27819 10386 43
10498 27819 91
10408 29282 8
29282 10500 91
29282 10408 8
10500 29282 91
10482 18504 15
18504 10485 25
10485 10489 8
10489 10499 78
10499 10502 27
18504 10482 15
10485 18504 25
10489 10485 8
10499 10489 78
10502 10499 27
10411 27815 8
27815 10505 91
27815 10411 8
10505 27815 91
10391 27822 22
27822 27820 19
27820 10507 71
27822 10391 22
27820 27822 19
10507 27820 71
10424 29286 10
29286 10510 71
29286 10424 10
10510 29286 71
10099 10098 17
10078 93213 20
93213 10106 1
10106 10105 13
10105 10099 64
48846 28359 90
10048 88106 4
88106 88105 6
88105 10064 5
88106 10048 4
88105 88106 6
10064 88105 5
10070 10074 64
10068 10070 17
48847 54059 74
54059 53732 14
37331 18539 16
18539 10101 263
10101 41130 24
41130 90107 51
90107 45102 4
45102 37221 9
37429 93220 8
93220 38184 2
38184 80245 4
80245 10095 31
10074 10078 15
10098 93210 16
93210 10068 4
11356 62665 66
62665 11360 1
11359 24140 15
24140 11358 78
11358 77619 18
77619 36608 19
11359 35693 15
11351 11356 13
11305 35690 11
59483 18735 6
18735 36587 13
11315 62650 10
62650 11316 2
62650 11315 10
11316 62650 2
11305 24144 14
24144 62656 14
62656 43146 123
43146 73625 19
73625 25585 3
25585 11282 15
11282 11278 12
11278 25583 15
25583 61736 6
61736 73626 5
73626 45242 28
45242 48349 27
48349 73628 42
73628 11272 6
11272 73629 7
73629 11231 229
11231 43147 32
24144 11305 14
62656 24144 14
43146 62656 123
73625 43146 19
25585 73625 3
11282 25585 15
11278 11282 12
25583 11278 15
61736 25583 6
73626 61736 5
45242 73626 28
48349 45242 27
73628 48349 42
11272 73628 6
73629 11272 7
11231 73629 229
43147 11231 32
11312 62657 5
62657 11305 10
62657 11312 5
11305 62657 10
38210 73612 159
73612 44596 9
44596 44538 14
73612 38210 159
44596 73612 9
44538 44596 14
11316 11312 67
11312 11316 67
11360 11359 13
11280 35081 87
35081 11074 157
11074 10746 253
10746 62719 82
62719 47854 108
10356 47853 124
43206 47855 31
47855 10339 23
10339 10167 150
10167 10147 22
10106 93214 6
93214 29291 2
29291 10135 12
10135 45080 18
45080 37500 108
37500 37501 37
37501 10356 52
10147 10122 17
10122 29616 8
29616 93207 7
93207 10098 3
43206 22010 110
22010 56574 127
10044 56575 46
43205 11178 150
11178 11281 88
43205 35080 23
35080 11092 29
11092 11112 27
11112 77603 47
62638 11115 155
11115 35079 13
35079 35078 19
35078 11074 30
11281 11385 46
11379 11280 47
9966 44069 106
9682 65221 16
65221 28456 39
28456 9794 22
9794 9879 99
65221 9682 16
28456 65221 39
9794 28456 22
9879 9794 99
9720 9789 63
9789 9820 11
9820 9879 91
9789 9720 63
9820 9789 11
9879 9820 91
9771 65229 24
65229 65230 29
65230 50107 64
50107 9918 18
65229 9771 24
65230 65229 29
50107 65230 64
9918 50107 18
54910 65620 32
65620 65623 16
65623 9915 9
9915 54909 5
54909 9921 5
9921 64068 5
65620 54910 32
65623 65620 16
9915 65623 9
54909 9915 5
9921 54909 5
64068 9921 5
9829 46916 66
46916 46819 11
46819 9925 32
46916 9829 66
46819 46916 11
9925 46819 32
9866 9872 14
9872 9894 89
9894 9917 67
9917 9920 7
9920 9926 7
9815 80152 39
80152 9944 74
80152 9815 39
9944 80152 74
9694 82529 69
82529 9898 95
9712 9899 153
9899 9712 153
11083 50686 83
50686 11083 83
11433 11505 112
11505 11433 112
10923 10989 174
10989 10923 174
11293 11321 29
11321 11293 29
11147 27774 4
27774 75837 4
75837 11148 6
11148 11180 59
11180 11190 24
11190 11195 7
11195 11196 9
11196 11171 21
11171 11184 5
11184 11188 5
11188 52784 31
52784 11222 19
11222 11260 66
11260 11270 9
11270 75843 9
75843 11273 8
11273 11271 11
11271 11267 10
11267 11268 8
11268 52777 36
52777 11299 13
11299 11362 65
11362 11366 5
11366 11381 20
11381 75345 8
75345 11382 7
11382 11368 25
27774 11147 4
75837 27774 4
11148 75837 6
11180 11148 59
11190 11180 24
11195 11190 7
11196 11195 9
11171 11196 21
11184 11171 5
11188 11184 5
52784 11188 31
11222 52784 19
11260 11222 66
11270 11260 9
75843 11270 9
11273 75843 8
11271 11273 11
11267 11271 10
11268 11267 8
52777 11268 36
11299 52777 13
11362 11299 65
11366 11362 5
11381 11366 20
75345 11381 8
11382 75345 7
11368 11382 25
11063 11125 126
11125 11063 126
11069 11150 185
11150 11177 11
11150 11069 185
11177 11150 11
10597 37310 58
37310 88575 13
88575 10654 4
10654 88574 3
88574 10662 3
37310 10597 58
88575 37310 13
10654 88575 4
88574 10654 3
10662 88574 3
10385 10379 5
10379 10376 17
10376 41257 5
41257 10378 7
10378 67853 55
67853 10442 27
10442 41258 5
41258 10446 4
10446 24565 12
24565 10410 59
10379 10385 5
10376 10379 17
41257 10376 5
10378 41257 7
67853 10378 55
10442 67853 27
41258 10442 5
10446 41258 4
24565 10446 12
10410 24565 59
10364 10410 60
10410 10364 60
10830 10833 39
10833 10838 15
10833 10830 39
10838 10833 15
10795 10827 33
10827 10837 20
10827 10795 33
10837 10827 20
10326 10382 66
10382 10326 66
10825 10830 25
10830 10825 25
10768 10756 36
10756 10753 12
10753 10745 73
10745 10825 70
10756 10768 36
10753 10756 12
10745 10753 73
10825 10745 70
10359 10368 113
10368 10373 74
10373 10380 39
10380 10382 36
10382 10390 59
10368 10359 113
10373 10368 74
10380 10373 39
10382 10380 36
10390 10382 59
10311 10373 65
10373 10311 65
10308 10368 65
10368 10308 65
10730 10751 35
10751 10768 57
10751 10730 35
10768 10751 57
10725 88626 23
88626 10795 37
88626 10725 23
10795 88626 37
10744 10785 84
10785 10744 84
10162 10171 5
10171 10176 11
10176 10166 4
10166 10141 27
10141 29273 3
29273 10137 17
10137 10162 29
10171 10162 5
10176 10171 11
10166 10176 4
10141 10166 27
29273 10141 3
10137 29273 17
10162 10137 29
10684 10744 60
10744 35773 60
35773 35774 62
10744 10684 60
35773 10744 60
35774 35773 62
10725 10744 19
10744 10725 19
10640 71515 8
71515 38655 50
38655 38659 42
38659 10741 6
10741 71457 8
71457 71461 23
71461 39460 55
39460 10911 54
10911 10964 41
71515 10640 8
38655 71515 50
38659 38655 42
10741 38659 6
71457 10741 8
71461 71457 23
39460 71461 55
10911 39460 54
10964 10911 41
10733 71451 10
71451 10741 26
71451 10733 10
10741 71451 26
10640 10637 30
10637 10639 4
10639 10650 9
10650 10733 92
10733 38661 18
38661 10754 5
10754 10759 4
10759 10783 14
10783 10799 17
10799 10889 77
10889 10898 7
10898 10904 3
10904 10911 30
10637 10640 30
10639 10637 4
10650 10639 9
10733 10650 92
38661 10733 18
10754 38661 5
10759 10754 4
10783 10759 14
10799 10783 17
10889 10799 77
10898 10889 7
10904 10898 3
10911 10904 30
10692 10691 16
10691 10705 63
10705 10711 22
10711 10730 38
10691 10692 16
10705 10691 63
10711 10705 22
10730 10711 38
10673 10730 83
10730 10673 83
10692 67904 131
67904 70338 1
70338 70337 17
70337 10859 7
10859 10868 11
10868 10874 15
67904 10692 131
70338 67904 1
70337 70338 17
10859 70337 7
10868 10859 11
10874 10868 15
10264 91230 14
91230 91243 29
91243 41625 15
41625 10364 49
91230 10264 14
91243 91230 29
41625 91243 15
10364 41625 49
10355 10359 19
10359 10355 19
10266 10355 81
10355 10266 81
10131 28442 8
28442 10116 7
10116 10085 56
10085 10080 13
10080 76015 4
76015 10086 6
10086 10096 12
10096 46795 20
46795 83732 12
83732 56055 36
56055 56037 22
56037 83712 16
83712 46813 53
46813 56057 3
56057 83740 34
83740 10310 17
28442 10131 8
10116 28442 7
10085 10116 56
10080 10085 13
76015 10080 4
10086 76015 6
10096 10086 12
46795 10096 20
83732 46795 12
56055 83732 36
56037 56055 22
83712 56037 16
46813 83712 53
56057 46813 3
83740 56057 34
10310 83740 17
10311 10257 38
10257 10250 4
10250 10253 13
10253 10258 5
10258 10312 32
10312 10316 5
10316 10311 18
10257 10311 38
10250 10257 4
10253 10250 13
10258 10253 5
10312 10258 32
10316 10312 5
10311 10316 18
10270 10283 5
10283 10288 5
10288 10287 12
10283 10270 5
10288 10283 5
10287 10288 12
10268 10321 35
10321 10327 5
10327 10326 19
10326 10281 35
10281 10265 4
10265 10268 18
10321 10268 35
10327 10321 5
10326 10327 19
10281 10326 35
10265 10281 4
10268 10265 18
10322 10332 62
10332 10322 62
10259 10260 53
10260 27656 8
27656 10266 10
10260 10259 53
27656 10260 8
10266 27656 10
28303 28304 38
28304 10396 6
10396 10444 67
10444 10448 8
10448 10453 43
28304 28303 38
10396 28304 6
10444 10396 67
10448 10444 8
10453 10448 43
10306 10308 19
10308 10249 34
10249 28489 4
28489 10248 3
10248 29272 16
29272 10306 39
10308 10306 19
10249 10308 34
28489 10249 4
10248 28489 3
29272 10248 16
10306 29272 39
83710 83709 11
83709 83708 21
83708 83707 7
83707 83706 2
83706 83705 2
83705 10305 3
10305 83710 17
83710 10308 32
83709 83710 11
83708 83709 21
83707 83708 7
83706 83707 2
83705 83706 2
10305 83705 3
83710 10305 17
10308 83710 32
10202 10194 36
10194 10201 9
10201 10269 64
10269 10282 6
10282 10286 5
10286 10294 37
10194 10202 36
10201 10194 9
10269 10201 64
10282 10269 6
10286 10282 5
10294 10286 37
10359 83711 7
83711 10443 84
91767 10413 11
10413 10438 31
10438 10473 40
10413 91767 11
10438 10413 31
10473 10438 40
10404 91767 6
91767 10416 62
91767 10404 6
10416 91767 62
10471 77663 128
77663 10624 7
10355 10436 85
10436 10465 40
10465 64826 35
64826 64827 20
64827 10630 96
10630 64836 6
10436 10355 85
10465 10436 40
64826 10465 35
64827 64826 20
10630 64827 96
64836 10630 6
10570 10614 160
10614 10570 160
10539 10561 28
10561 10608 51
10608 10610 7
10610 10616 7
10616 10631 49
10631 10629 14
10629 10614 13
10561 10539 28
10608 10561 51
10610 10608 7
10616 10610 7
10631 10616 49
10629 10631 14
10614 10629 13
10200 28476 54
28476 28478 75
28478 28480 74
28480 10217 67
28476 10200 54
28478 28476 75
28480 28478 74
10217 28480 67
10560 10579 62
10579 10560 62
10703 10708 42
10708 10703 42
10657 10703 42
10703 10717 26
10717 10785 65
10703 10657 42
10717 10703 26
10785 10717 65
10662 10670 4
10670 88627 42
88627 10737 57
10737 10740 4
10740 10739 6
10739 10736 5
10736 10699 74
10670 10662 4
88627 10670 42
10737 88627 57
10740 10737 4
10739 10740 6
10736 10739 5
10699 10736 74
10638 10695 57
10695 10638 57
10684 10695 8
10695 10684 8
10617 10692 70
10692 10617 70
10680 10684 20
10684 10680 20
64844 36095 40
36095 69629 2
69629 10690 53
10690 10689 17
10689 10682 20
36095 64844 40
69629 36095 2
10690 69629 53
10689 10690 17
10682 10689 20
10615 71516 16
71516 10677 34
10677 38654 11
38654 80160 21
80160 67866 28
67866 10713 3
10713 10778 35
10778 30012 31
30012 67872 7
67872 71407 70
71407 30008 6
30008 10959 33
71516 10615 16
10677 71516 34
38654 10677 11
80160 38654 21
67866 80160 28
10713 67866 3
10778 10713 35
30012 10778 31
67872 30012 7
71407 67872 70
30008 71407 6
10959 30008 33
9898 65241 42
65241 9899 11
65241 9898 42
9899 65241 11
9898 65242 48
65242 9879 9
65242 9898 48
9879 65242 9
10614 10673 48
10673 10614 48
10621 10673 147
10673 10621 147
9899 9910 65
9910 9899 65
9879 65243 44
65243 9918 55
65243 9879 44
9918 65243 55
9882 9925 43
9925 46811 28
46811 9958 9
9958 9969 8
9969 10045 63
10045 28443 6
28443 10061 7
9925 9882 43
46811 9925 28
9958 46811 9
9969 9958 8
10045 9969 63
28443 10045 6
10061 28443 7
10695 41262 53
41262 10717 7
41262 10695 53
10717 41262 7
10173 10172 6
10172 10204 38
10172 10173 6
10204 10172 38
10867 69639 52
69639 69631 31
69631 10869 11
69639 10867 52
69631 69639 31
10869 69631 11
10838 10867 18
10867 10838 18
10830 10862 27
10862 10830 27
10825 58649 25
58649 10856 3
10856 10862 25
58649 10825 25
10856 58649 3
10862 10856 25
10795 35773 21
35773 10858 97
35773 10795 21
10858 35773 97
10785 58641 11
58641 58638 41
58638 10858 9
58641 10785 11
58638 58641 41
10858 58638 9
10837 10850 11
10850 28311 10
28311 10855 13
10850 10837 11
28311 10850 10
10855 28311 13
10169 10180 4
10180 10173 17
10180 10169 4
10173 10180 17
10673 10682 34
10682 10673 34
10768 10811 27
10811 10821 10
10821 10838 19
10811 10768 27
10821 10811 10
10838 10821 19
10133 10132 17
10132 10136 4
10136 10161 24
10161 10174 4
10132 10133 17
10136 10132 4
10161 10136 24
10174 10161 4
10133 10165 28
10165 10175 3
10165 10133 28
10175 10165 3
10174 10175 14
10175 10174 14
28425 67844 30
67844 67859 69
67859 10547 35
10547 37309 57
37309 88572 23
88572 10607 4
10607 41260 19
41260 41261 10
41261 10620 14
10620 88588 16
88588 88591 17
88591 10633 8
10633 10638 16
10638 90118 37
90118 10657 27
10657 64849 29
67844 28425 30
67859 67844 69
10547 67859 35
37309 10547 57
88572 37309 23
10607 88572 4
41260 10607 19
41261 41260 10
10620 41261 14
88588 10620 16
88591 88588 17
10633 88591 8
10638 10633 16
90118 10638 37
10657 90118 27
64849 10657 29
10634 10641 12
10641 10640 11
10641 10634 12
10640 10641 11
10484 38650 105
38650 10634 28
38650 10484 105
10634 38650 28
10571 54073 16
54073 53774 24
53774 71513 11
71513 10566 12
10566 10586 85
10586 80167 33
80167 80165 64
80165 10611 40
10611 10615 15
10615 71514 27
71514 38651 13
38651 10634 5
54073 10571 16
53774 54073 24
71513 53774 11
10566 71513 12
10586 10566 85
80167 10586 33
80165 80167 64
10611 80165 40
10615 10611 15
71514 10615 27
38651 71514 13
10634 38651 5
11084 11125 36
11125 11084 36
10867 69637 6
69637 10955 62
69637 10867 6
10955 69637 62
10156 29271 15
29271 10157 5
29271 10156 15
10157 29271 5
10146 28421 6
28421 65615 3
65615 10168 22
28421 10146 6
65615 28421 3
10168 65615 22
10837 10860 24
10860 35774 13
35774 10936 108
10860 10837 24
35774 10860 13
10936 35774 108
10858 10936 60
10936 10858 60
10072 28423 6
28423 10092 2
10092 10126 24
10126 67487 6
67487 10140 6
10140 10168 38
28423 10072 6
10092 28423 2
10126 10092 24
67487 10126 6
10140 67487 6
10168 10140 38
10111 10118 18
10118 10127 14
10127 10169 37
10118 10111 18
10127 10118 14
10169 10127 37
10111 10117 8
10117 10173 47
10117 10111 8
10173 10117 47
10730 28302 78
28302 10874 81
28302 10730 78
10874 28302 81
10936 19156 10
19156 58644 46
58644 10989 6
19156 10936 10
58644 19156 46
10989 58644 6
71993 86913 18
86913 36759 2
36759 86910 16
86910 37187 1
37187 71435 49
71435 71432 17
71432 53760 6
53760 10937 49
10937 10929 8
10929 10918 6
10918 10908 8
86913 71993 18
36759 86913 2
86910 36759 16
37187 86910 1
71435 37187 49
71432 71435 17
53760 71432 6
10937 53760 49
10929 10937 8
10918 10929 6
10908 10918 8
10124 10128 18
10128 10134 3
10134 10155 26
10155 10156 4
10128 10124 18
10134 10128 3
10155 10134 26
10156 10155 4
28473 28469 75
28469 28472 17
28472 28470 58
28470 28474 21
28474 28471 47
28471 10124 8
28469 28473 75
28472 28469 17
28470 28472 58
28474 28470 21
28471 28474 47
10124 28471 8
10874 10940 29
10940 10874 29
11500 11588 78
11588 11500 78
11469 11581 7
11581 37444 12
37444 50544 67
28768 28766 37
28766 88008 5
88008 28799 20
28799 28800 31
28766 28768 37
88008 28766 5
28799 88008 20
28800 28799 31
11447 20218 8
20218 32933 15
32933 24683 16
24683 24694 16
24694 24714 15
24714 82574 9
82574 42696 12
42696 24700 6
24700 82575 17
82575 32956 40
32956 82582 4
82582 32949 13
32949 20195 5
20195 71467 4
71467 32951 8
32951 24695 16
24695 71468 7
71468 24711 8
24711 24691 16
24691 71469 9
71469 11758 4
11758 82563 5
20218 11447 8
32933 20218 15
24683 32933 16
24694 24683 16
24714 24694 15
82574 24714 9
42696 82574 12
24700 42696 6
82575 24700 17
32956 82575 40
82582 32956 4
32949 82582 13
20195 32949 5
71467 20195 4
32951 71467 8
24695 32951 16
71468 24695 7
24711 71468 8
24691 24711 16
71469 24691 9
11758 71469 4
82563 11758 5
9966 29274 10
29274 9963 17
11125 11177 56
11177 11125 56
11084 11090 17
11090 11138 28
11138 11140 4
11090 11084 17
11138 11090 28
11140 11138 4
11125 11140 20
11140 11125 20
11027 71541 7
71541 71409 83
71409 11104 4
11104 11108 4
71541 11027 7
71409 71541 83
11104 71409 4
11108 11104 4
11050 38901 40
38901 11084 9
38901 11050 40
11084 38901 9
10038 28470 66
28470 10133 4
28470 10038 66
10133 28470 4
11050 11005 110
11005 11002 5
11002 11004 5
